"","ID","hour0","hour1","hour10","hour11","hour12","hour13","hour14","hour15","hour16","hour17","hour18","hour19","hour2","hour20","hour21","hour22","hour23","hour3","hour4","hour5","hour6","hour7","hour8","hour9"
"468",468,"2","90","6","4","2","2","2","4","3","3","3","2","6","2","2","2","72",NA,NA,"32","13","1","1","1"
"469",469,"2","90","8","2","5","5","2","4","3","3","3","2","65","2","2","2","7",NA,NA,"5","31","1","1","5"
"470",470,"31","8","2","2","5","2","2","7","3","3","3","2","40","2","2","2","23",NA,NA,"18","47","1","1","1"
"471",471,"78","27","13","2","2","2","2","4","3","3","3","2","3","2","2","2","70",NA,NA,"32","9","1","1","1"
"472",472,"32","32","2","1","2","2","1","4","3","3","3","2","13","2","5","2","74",NA,NA,"59","2","1","1","1"
"473",473,"32","19","1","1","2","2","2","4","3","3","3","2","34","4","2","2","15",NA,NA,"39","31","1","1","1"
"474",474,"6","4","4","5","1","2","1","1","1","3","3","2","40","2","3","2","10",NA,NA,"44","44","1","1","1"
"475",475,"3","4","2","5","1","2","2","1","1","1","2","2","15","4","1","2","19",NA,NA,"41","50","6","1","1"
"476",476,"70","6","7","2","2","2","2","4","3","3","3","2","71","2","2","2","60",NA,NA,"41","9","1","1","1"
"477",477,"34","40","2","2","2","2","2","4","3","3","3","2","60","2","2","2","48",NA,NA,"53","3","6","1","1"
"478",478,"10","79","1","1","2","2","2","4","3","3","3","2","10","2","1","2","36",NA,NA,"12","47","1","1","1"
"479",479,"22","40","1","1","1","3","2","4","3","3","3","2","45","2","1","2","4",NA,NA,"24","15","2","1","1"
"480",480,"14","11","4","9","1","1","1","3","6","1","4","1","13","2","2","2","60",NA,NA,"48","4","1","1","3"
"481",481,"54","17","2","2","11","2","2","2","2","4","1","2","24","1","2","2","14",NA,NA,"64","29","1","1","1"
"482",482,"53","4","14","7","2","2","2","4","3","3","3","2","4","2","2","2","76",NA,NA,"55","33","1","1","1"
"483",483,"16","16","14","2","2","2","2","4","3","3","3","2","45","5","7","2","23",NA,NA,"52","37","1","1","5"
"484",484,"8","29","16","2","12","2","2","4","3","3","3","2","43","2","2","1","59",NA,NA,"51","64","1","1","1"
"485",485,"2","12","9","2","2","2","2","4","3","3","3","2","6","5","7","2","80",NA,NA,"26","13","1","1","1"
"486",486,"33","6","13","2","2","2","2","4","3","3","3","2","66","2","2","11","57",NA,NA,"12","33","1","1","1"
"487",487,"38","25","14","5","2","2","2","4","3","3","3","2","15","2","2","2","3",NA,NA,"3","50","1","1","4"
"488",488,"16","6","14","1","2","2","2","4","3","3","3","2","64","1","2","6","3",NA,NA,"41","57","1","1","1"
"489",489,"2","47","10","4","12","1","2","4","3","3","3","2","47","2","2","1","3",NA,NA,"34","36","6","1","3"
"490",490,"40","33","11","1","12","2","5","3","2","4","5","2","10","1","1","2","6",NA,NA,"42","13","1","1","1"
"491",491,"15","17","1","1","7","1","1","7","3","3","3","2","15","2","6","2","66",NA,NA,"60","53","7","1","1"
"492",492,"26","17","1","1","1","1","1","2","2","4","1","1","15","1","1","2","12",NA,NA,"35","62","1","1","1"
"493",493,"10","79","10","4","1","1","1","3","2","4","1","1","12","1","6","2","76",NA,NA,"47","22","1","1","6"
"494",494,"47","48","7","2","2","2","2","2","4","2","1","2","18","1","2","1","14",NA,NA,"42","54","1","1","1"
"495",495,"9","47","11","6","2","2","2","7","3","3","3","2","47","2","3","2","6",NA,NA,"3","13","7","1","3"
"496",496,"3","62","17","2","2","2","2","4","3","3","3","2","4","2","2","1","50",NA,NA,"11","15","1","1","1"
"497",497,"46","13","1","2","2","2","2","4","3","3","3","2","1","2","3","2","57",NA,NA,"32","58","1","1","1"
"498",498,"3","47","1","1","1","2","2","4","3","3","3","2","47","1","1","2","59",NA,NA,"3","4","1","1","1"
"499",499,"73","25","1","1","1","3","1","4","3","3","3","4","24","2","2","14","58",NA,NA,"11","34","1","1","1"
"500",500,"22","15","2","2","1","2","1","1","6","1","4","4","44","1","1","22","3",NA,NA,"51","57","1","1","1"
"501",501,"33","8","2","6","2","2","2","1","3","3","3","2","23","2","2","2","10",NA,NA,"51","56","1","1","7"
"502",502,"38","13","4","2","2","2","2","4","3","3","3","2","62","2","8","1","20",NA,NA,"42","21","1","1","1"
"503",503,"2","61","1","1","2","2","8","4","3","3","3","2","49","2","2","2","24",NA,NA,"12","30","1","1","1"
"504",504,"11","6","1","1","1","3","1","4","1","3","3","4","71","1","1","1","3",NA,NA,"3","13","1","1","1"
"505",505,"69","10","1","2","1","1","1","1","1","1","4","4","65","2","2","1","26",NA,NA,"5","8","1","1","1"
"506",506,"64","4","1","1","1","2","2","3","2","4","1","2","8","1","1","5","13",NA,NA,"39","37","1","1","1"
"507",507,"74","12","1","1","2","1","2","4","3","3","3","2","23","2","2","1","41",NA,NA,"47","11","1","1","1"
"508",508,"9","74","1","1","1","2","1","2","2","4","5","4","18","1","11","5","9",NA,NA,"27","8","1","7","1"
"509",509,"76","61","1","1","1","3","1","1","1","1","4","4","44","1","1","1","57",NA,NA,"14","17","1","1","1"
"510",510,"19","56","10","9","1","3","1","1","6","1","4","4","19","7","11","2","59",NA,NA,"47","7","1","1","5"
"511",511,"3","4","10","1","8","2","2","1","1","1","2","2","40","1","1","2","4",NA,NA,"19","31","1","1","1"
"512",512,"32","40","1","1","8","5","2","7","3","3","3","2","42","7","11","2","83",NA,NA,"5","4","1","1","1"
"513",513,"12","12","1","2","1","5","1","1","1","1","2","3","12","2","2","2","4",NA,NA,"2","31","1","1","1"
"514",514,"12","51","4","8","2","2","2","1","1","1","2","3","19","2","2","2","15",NA,NA,"12","1","1","1","5"
"515",515,"16","37","2","2","2","2","2","4","3","3","3","2","58","2","2","2","3",NA,NA,"11","23","1","1","1"
"516",516,"29","40","2","2","12","2","2","4","3","3","3","2","45","2","2","2","56",NA,NA,"14","1","1","1","1"
"517",517,"11","68","1","5","2","2","2","4","3","3","3","2","42","2","2","1","1",NA,NA,"22","5","1","1","1"
"518",518,"45","5","5","7","11","2","2","4","3","3","3","2","8","2","2","1","10",NA,NA,"48","24","1","1","1"
"519",519,"50","33","12","1","11","6","2","4","3","3","3","2","23","2","2","2","2",NA,NA,"30","20","1","1","1"
"520",520,"23","21","1","1","2","2","2","7","3","3","3","2","65","2","1","13","4",NA,NA,"9","12","11","1","1"
"521",521,"23","12","1","1","1","4","1","1","1","1","2","4","59","1","1","2","40",NA,NA,"44","48","1","1","1"
"522",522,"64","15","1","1","9","1","1","5","4","1","2","1","34","1","1","23","4",NA,NA,"59","47","1","1","2"
"523",523,"24","61","2","2","1","1","3","2","2","4","5","1","22","2","2","2","32",NA,NA,"23","35","6","1","1"
"524",524,"13","12","2","1","2","2","2","2","2","4","5","2","47","1","1","1","62",NA,NA,"11","16","1","1","1"
"525",525,"7","52","10","4","2","3","1","4","3","3","3","2","27","2","2","1","24",NA,NA,"56","14","1","1","3"
"526",526,"4","25","6","1","6","2","9","1","1","1","4","2","42","1","13","2","20",NA,NA,"44","41","1","1","1"
"527",527,"43","25","2","6","11","5","2","7","3","3","3","2","35","2","2","2","5",NA,NA,"9","11","7","1","1"
"528",528,"57","32","1","1","1","2","2","1","1","1","2","2","37","1","1","3","76",NA,NA,"6","21","1","1","1"
"529",529,"49","44","1","1","2","1","2","4","3","3","3","2","35","2","2","2","7",NA,NA,"5","37","1","1","1"
"530",530,"9","26","1","1","1","1","1","2","5","4","1","1","26","1","1","1","3",NA,NA,"35","5","1","1","1"
"531",531,"58","11","1","7","1","2","1","3","2","4","5","2","7","1","11","1","47",NA,NA,"63","58","1","1","6"
"532",532,"3","26","10","1","8","2","1","1","1","1","3","2","13","1","1","2","7",NA,NA,"10","11","1","1","1"
"533",533,"37","59","1","1","8","1","5","4","3","3","3","2","3","1","3","2","37",NA,NA,"56","37","1","1","1"
"534",534,"9","60","1","1","1","3","1","2","2","4","5","4","55","1","1","2","18",NA,NA,"39","34","7","1","1"
"535",535,"6","29","1","1","1","1","1","1","1","1","4","1","2","1","1","2","29",NA,NA,"59","27","1","1","1"
"536",536,"12","5","1","4","1","2","1","2","4","2","1","1","59","2","3","2","47",NA,NA,"64","11","1","1","1"
"537",537,"6","59","2","2","13","2","5","1","1","1","3","2","34","2","8","1","1",NA,NA,"46","21","1","1","1"
"538",538,"65","81","13","2","13","2","5","4","3","3","3","2","40","2","2","1","58",NA,NA,"19","37","1","1","1"
"539",539,"52","27","1","1","2","2","2","4","3","3","3","2","11","1","2","1","13",NA,NA,"33","55","1","1","1"
"540",540,"11","52","1","1","2","5","1","4","3","3","3","2","67","2","2","1","39",NA,NA,"59","45","3","1","1"
"541",541,"52","21","1","1","1","4","1","1","1","1","2","3","56","1","1","1","3",NA,NA,"20","45","1","1","1"
"542",542,"49","49","1","1","1","3","1","5","1","1","2","3","38","1","1","5","17",NA,NA,"59","41","1","1","3"
"543",543,"32","20","1","1","1","4","1","1","1","1","4","4","21","1","1","3","51",NA,NA,"11","31","1","1","1"
"544",544,"16","32","5","6","1","1","1","1","1","1","2","1","37","1","9","1","58",NA,NA,"47","4","1","1","1"
"545",545,"28","5","5","1","8","2","9","3","2","4","5","2","19","1","1","6","51",NA,NA,"11","29","1","1","1"
"546",546,"54","1","1","1","6","5","1","7","3","3","3","2","54","2","9","13","18",NA,NA,"19","41","11","1","1"
"547",547,"62","21","1","1","1","2","1","1","1","1","2","2","35","1","1","3","62",NA,NA,"30","14","1","1","1"
"548",548,"11","90","1","1","1","1","1","1","3","3","3","1","35","1","1","5","56",NA,NA,"54","51","1","1","1"
"549",549,"52","25","1","1","1","3","1","2","4","2","1","1","37","1","1","19","8",NA,NA,"59","29","1","1","1"
"550",550,"18","17","1","1","1","1","1","1","6","1","4","6","63","1","1","9","8",NA,NA,"22","21","1","1","1"
"551",551,"54","6","1","1","1","1","1","2","5","4","1","1","22","1","1","3","5",NA,NA,"50","41","1","1","1"
"552",552,"32","73","1","1","1","2","1","3","2","4","5","4",NA,"1","1","3","8",NA,NA,"10","23","1","1","1"
"553",553,"6","4","1","1","1","3","1","1","1","1","4","4",NA,"1","1","3","39",NA,NA,"16","8","1","1","1"
"554",554,"28","62","1","1","1","1","1","1","1","1","4","1",NA,"1","1","3","21",NA,NA,"21","21","1","1","1"
"555",555,"18","26","1","1","3","1","3","2","5","4","1","1",NA,"1","1","3","1",NA,NA,"12","34","1","1","1"
"556",556,"62","75","1","1","3","1","3","2","5","2","1","1",NA,"1","1","1","17",NA,NA,"51","71","1","1","1"
"557",557,"73","66","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","40",NA,NA,"21","41","1","1","1"
"558",558,"6","5","1","1","3","1","3","2","5","4","1","1",NA,"1","1","1","1",NA,NA,"5","34","1","2","1"
"559",559,"18","20","1","1","1","4","3","2","5","2","1","1",NA,"1","1","1","64",NA,NA,"5","6","1","1","1"
"560",560,"43","21","1","1","1","1","1","5","4","5","2","1",NA,"1","1","1","1",NA,NA,"41","51","1","1","1"
"561",561,"49","62","1","1","1","4","1","2","5","4","1","1",NA,"1","1","3","56",NA,NA,"59","48","1","1","1"
"562",562,"52","49","1","1","1","4","3","5","4","2","1","1",NA,"1","1","3","17",NA,NA,"19","61","1","1","1"
"563",563,"37","29","1","1","1","3","1","5","1","5","2","4",NA,"1","1","3","1",NA,NA,"51","37","1","1","1"
"564",564,"59","24","1","1","1","3","1","1","1","1","4","4",NA,"1","1","3","17",NA,NA,"20","29","1","1","1"
"565",565,"13","75","1","1","1","1","1","1","2","1","4","1",NA,"1","1","1","3",NA,NA,"23","8","1","1","1"
"566",566,"35","40","1","1","3","1","3","2","2","4","1","1",NA,"1","1","16","8",NA,NA,"20","51","1","1","1"
"567",567,"13","6","18","1","3","1","3","2","5","2","1","1",NA,"1","1","3","44",NA,NA,"38","21","1","1","1"
"568",568,"37","21","1","1","3","4","3","2","5","2","1","1",NA,"1","1","27","1",NA,NA,"38","43","1","1","1"
"569",569,"54","80","1","1","1","1","3","2","4","2","1","1",NA,"1","1","3","53",NA,NA,"31","52","1","1","1"
"570",570,"12","2","1","1","1","1","1","2","4","2","1","1",NA,"1","1","3","44",NA,NA,"14","1","1","1","1"
"571",571,"23","52","1","1","1","4","3","2","2","4","1","1",NA,"1","1","3","1",NA,NA,"22","21","1","1","1"
"572",572,"21","59","1","1","3","1","3","5","4","2","1","1",NA,"1","1","3","44",NA,NA,"12","4","1","1","1"
"573",573,"13","45","1","1","3","4","3","2","5","4","1","1",NA,"1","1","3","8",NA,NA,"54","1","1","1","1"
"574",574,"29","62","1","1","3","1","3","2","4","2","2","1",NA,"1","1","3","22",NA,NA,"39","51","1","1","1"
"575",575,"12","86","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","21",NA,NA,"12","29","1","1","1"
"576",576,"25","28","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","38",NA,NA,"55","33","1","1","1"
"577",577,"6","68","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","17",NA,NA,"54","15","1","6","1"
"578",578,"23","5","1","1","3","1","3","2","5","2","1","1",NA,"1","1","1","22",NA,NA,"54","61","1","1","1"
"579",579,"12","39","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","1",NA,NA,"44","71","1","1","1"
"580",580,"13","62","1","1","3","1","3","2","4","2","1","1",NA,"1","1","15","18",NA,NA,"9","73","1","1","1"
"581",581,"11","21","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","13",NA,NA,"43","21","1","1","1"
"582",582,"12","54","1","1","15","1","3","2","2","4","5","1",NA,"1","1","3","1",NA,NA,"33","13","8","4","1"
"583",583,"41","37","1","1","3","4","3","2","5","2","1","1",NA,"1","1","9","7",NA,NA,"24","49","1","1","1"
"584",584,"6","27","1","1","3","4","3","5","4","5","2","1",NA,"1","1","18","18",NA,NA,"34","48","1","1","1"
"585",585,"4","81","1","1","3","1","3","2","4","2","1","1",NA,"1","1","4","65",NA,NA,"59","52","1","1","1"
"586",586,"7","66","1","1","3","4","3","2","5","2","1","1",NA,"1","1","4","3",NA,NA,"19","37","1","1","1"
"587",587,"25","30","1","1","3","1","3","2","4","2","1","1",NA,"1","1","3","8",NA,NA,"14","21","1","1","1"
"588",588,"12","51","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","53",NA,NA,"2","3","1","1","1"
"589",589,"57","8","1","1","15","8","3","2","5","2","1","1",NA,"1","1","3","38",NA,NA,"19","51","1","1","1"
"590",590,"52","6","1","1","1","4","6","5","4","5","2","1",NA,"1","1","3","1",NA,NA,"17","6","1","1","1"
"591",591,"52","9","1","1","1","9","3","5","4","2","2","1",NA,"1","1","3","29",NA,NA,"58","18","1","1","1"
"592",592,"6","8","1","1","3","1","3","2","4","2","1","1",NA,"1","1","7","17",NA,NA,"22","51","1","1","1"
"593",593,"7","36","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","22",NA,NA,NA,"21","1","1","1"
"594",594,"11","61","1","1","3","1","3","2","5","4","1","1",NA,"1","1","3","16",NA,NA,NA,"29","1","1","1"
"595",595,"23","29","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","5",NA,NA,NA,"24","9","1","1"
"596",596,"16","38","1","1","3","8","3","2","5","2","1","1",NA,"1","1","3","47",NA,NA,NA,"61","1","1","1"
"597",597,"42","70","1","1","3","1","3","2","4","2","1","1",NA,"1","1","1","30",NA,NA,NA,"11","1","1","1"
"598",598,"11","62","1","1","3","1","3","2","4","2","1","1",NA,"1","1","3","3",NA,NA,NA,"34","1","1","1"
"599",599,"53","10","1","1","3","4","3","2","5","2","1","1",NA,"1","1","1","8",NA,NA,NA,"34","1","1","1"
"600",600,"29","60","1","1","1","4","1","2","4","2","1","1",NA,"1","1","3","53",NA,NA,NA,"29","1","1","1"
"601",601,"2","1","1","1","3","1","1","5","1","1","2","1",NA,"1","1","1","53",NA,NA,NA,"5","1","1","1"
"602",602,"25","9","1","1","3","1","1","2","4","2","1","1",NA,"1","1","7","21",NA,NA,NA,"4","1","1","1"
"603",603,"69","34","1","1","3","1","3","2","2","4","5","1",NA,"1","1","3","48",NA,NA,NA,"55","1","2","1"
"604",604,"8","72","1","1","3","5","3","2","5","2","1","3",NA,"1","1","9","53",NA,NA,NA,"11","1","1","1"
"605",605,"10","73","1","1","1","1","1","1","1","1","2","3",NA,"1","1","3","1",NA,NA,NA,"3","1","1","1"
"606",606,"29","21","1","1","1","1","1","3","1","1","2","1",NA,"1","1","1","29",NA,NA,NA,"56","1","1","1"
"607",607,"47","5","1","1","3","1","3","2","5","4","1","1",NA,"1","1","3","40",NA,NA,NA,"41","1","1","1"
"608",608,"20","14","1","1","3","1","3","2","5","2","1","1",NA,"1","1","1","68",NA,NA,NA,"34","1","1","1"
"609",609,"52","68","1","1","1","1","1","2","5","2","1","1",NA,"1","1","3","73",NA,NA,NA,"21","1","1","1"
"610",610,"25","79","1","1","1","1","1","2","2","4","5","1",NA,"1","1","3","1",NA,NA,NA,"21","1","1","1"
"611",611,"29","17","1","1","10","1","3","2","4","2","1","1",NA,"1","1","3","1",NA,NA,NA,"5","1","1","1"
"612",612,"10","49","1","1","10","1","3","2","2","4","1","1",NA,"1","1","7","25",NA,NA,NA,"69","1","1","1"
"613",613,"11","28","1","1","1","4","3","2","4","2","1","1",NA,"1","1","3","64",NA,NA,NA,"2","2","1","1"
"614",614,"53","30","1","1","3","1","3","5","1","6","2","1",NA,"1","1","1","17",NA,NA,NA,"51","1","1","1"
"615",615,"12","14","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","43",NA,NA,NA,"37","1","1","1"
"616",616,"9","12","1","1","3","1","3","2","5","2","1","1",NA,"1","1","1","53",NA,NA,NA,"25","1","1","1"
"617",617,"24","8","1","1","1","1","3","2","5","4","1","1",NA,"1","1","3","8",NA,NA,NA,"14","1","1","1"
"618",618,"1","6","1","1","7","1","3","2","4","2","1","1",NA,"1","1","3","47",NA,NA,NA,"32","1","1","1"
"619",619,"51","9","1","1","7","1","1","2","5","2","1","1",NA,"1","1","3","46",NA,NA,NA,"9","1","1","1"
"620",620,"15","36","1","1","1","1","1","2","2","4","5","1",NA,"1","1","3","18",NA,NA,NA,"38","1","1","1"
"621",621,"31","3","1","1","9","1","3","2","4","2","1","1",NA,"1","1","7","61",NA,NA,NA,"71","1","1","1"
"622",622,"25","77","1","1","3","1","3","2","2","4","5","1",NA,"1","1","9","22",NA,NA,NA,"9","1","1","1"
"623",623,"42","70","1","1","3","1","3","2","4","2","1","1",NA,"1","1","7","21",NA,NA,NA,"2","1","1","1"
"624",624,"41","45","1","1","3","1","3","2","5","2","1","1",NA,"1","1","5","28",NA,NA,NA,"51","1","1","1"
"625",625,"7","2","1","1","3","1","3","2","5","4","1","1",NA,"1","1","3","73",NA,NA,NA,"7","1","1","1"
"626",626,"31","23","1","1","3","4","3","2","5","2","1","3",NA,"1","1","4","1",NA,NA,NA,"7","1","1","1"
"627",627,"54","89","1","1","3","4","3","5","4","5","2","1",NA,"1","1","1","69",NA,NA,NA,"2","1","1","1"
"628",628,"40","18","1","1","3","1","3","2","4","2","1","1",NA,"1","1","4","11",NA,NA,NA,"51","1","1","1"
"629",629,"11","10","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","12",NA,NA,NA,"21","1","4","1"
"630",630,"24","50","1","1","3","3","3","2","5","2","1","1",NA,"1","1","3","44",NA,NA,NA,"2","1","1","1"
"631",631,"25","48","1","1","3","1","3","1","1","1","4","1",NA,"1","1","16","61",NA,NA,NA,"25","1","4","1"
"632",632,"63","72","1","1","1","4","3","2","5","2","1","1",NA,"1","1","3","43",NA,NA,NA,"51","1","1","1"
"633",633,"57","73","1","1","1","8","3","5","4","5","2","1",NA,"1","1","3","21",NA,NA,NA,"41","1","1","1"
"634",634,"63","78","1","1","3","1","3","5","4","2","1","1",NA,"1","1","3","30",NA,NA,NA,"4","1","1","1"
"635",635,"5","37","1","1","3","1","3","2","5","2","1","1",NA,"1","12","3","40",NA,NA,NA,"2","1","1","1"
"636",636,"29","43","1","1","3","1","3","2","4","2","1","1",NA,"1","1","3","1",NA,NA,NA,"17","1","1","1"
"637",637,"50","57","1","1","3","1","3","2","4","2","1","1",NA,"1","1","3","1",NA,NA,NA,"21","1","1","1"
"638",638,"25","51","1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","1",NA,NA,NA,"51","1","1","1"
"639",639,"6","39","1","1","3","9","3","2","5","2","1","1",NA,"1","1","3","18",NA,NA,NA,"50","1","1","1"
"640",640,"57","52","1","1","3","1","3","2","4","2","1","1",NA,"1","1","6","34",NA,NA,NA,"30","1","1","1"
"641",641,"21","15","1","1","3","1","3","2","4","2","1","1",NA,"1","1","4","73",NA,NA,NA,"14","1","6","1"
"642",642,"47","32","1","1","3","1","3","2","5","2","1","1",NA,"1","1","6","1",NA,NA,NA,"6","1","2","1"
"643",643,"16","30","1","10","3","1","3","2","5","2","1","1",NA,"1","1","2","21",NA,NA,NA,"67","1","1","1"
"644",644,"62","38","1","10","10","1","3","2","5","4","1","1",NA,"1","1","3","54",NA,NA,NA,"17","1","6","1"
"645",645,"21","69","1","1","10","1","3","2","5","2","1","1",NA,"1","1","2","37",NA,NA,NA,"1","1","1","1"
"646",646,"40","18","1","3","3","4","3","2","4","2","1","1",NA,"1","1","4","21",NA,NA,NA,"24","1","1","1"
"647",647,"45","3","3","3","3","1","3","2","4","2","1","1",NA,"1","1","3","22",NA,NA,NA,"12","1","2","1"
"648",648,"47","45","1","1","3","2","3","2","5","2","1","1",NA,"1","1","1","1",NA,NA,NA,"48","1","1","1"
"649",649,"33","34","1","1","3","1","3","4","3","3","3","1",NA,"1","2","3","4",NA,NA,NA,"50","1","1","1"
"650",650,"13","9","1","1","3","1","3","2","5","2","1","1",NA,"1","1","2","34",NA,NA,NA,"29","1","1","1"
"651",651,"13","76","1","1","3","2","3","2","5","2","1","1",NA,"1","1","4","11",NA,NA,NA,"5","1","1","1"
"652",652,"36","46","1","1","3","1","3","1","1","1","3","1",NA,"1","1","2","22",NA,NA,NA,"29","1","8","1"
"653",653,"42","54","1","2","1","3","1","2","5","2","1","4",NA,"1","1","4","9",NA,NA,NA,"51","1","1","1"
"654",654,"52","43","2","1","1","2","1","1","1","1","4","2",NA,"1","1","10","21",NA,NA,NA,"3","1","1","1"
"655",655,"32","83","1","1","1","2","1","4","3","3","3","2",NA,"1","1","16","73",NA,NA,NA,"21","1","1","1"
"656",656,"8","53","1","1","1","1","3","4","3","3","3","1",NA,"1","1","4","7",NA,NA,NA,"41","1","1","1"
"657",657,"55","41","1","1","1","1","3","2","4","2","1","1",NA,"1","1","3","1",NA,NA,NA,"21","1","1","1"
"658",658,"11",NA,"1","1","1","2","1","2","4","2","1","2",NA,"1","1","3","1",NA,NA,NA,"51","1","1","1"
"659",659,"51",NA,"1","1","1","5","1","4","3","3","3","2",NA,"1","1","3","4",NA,NA,NA,"41","1","1","1"
"660",660,"13",NA,"1","1","1","1","7","1","1","1","2","1",NA,"1","1","3","25",NA,NA,NA,"74","1","2","1"
"661",661,"70",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","4","11",NA,NA,NA,"39","1","1","1"
"662",662,"23",NA,"1","1","10","5","3","2","5","2","1","1",NA,"1","1","3","21",NA,NA,NA,"5","1","1","1"
"663",663,"3",NA,"1","1","1","1","1","1","1","1","2","3",NA,"1","1","2","9",NA,NA,NA,"32","1","1","1"
"664",664,"62",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","2","11",NA,NA,NA,"17","1","1","1"
"665",665,"6",NA,"1","1","3","1","7","2","5","2","1","1",NA,"1","1","18","75",NA,NA,NA,"47","1","1","2"
"666",666,"53",NA,"14","4","3","4","3","2","5","2","1","1",NA,"1","1","18","1",NA,NA,NA,"23","1","1","1"
"667",667,"7",NA,"1","2","10","1","3","2","4","2","1","1",NA,"1","2","2","7",NA,NA,NA,"29","1","1","1"
"668",668,"40",NA,"4","1","12","2","2","2","5","2","1","1",NA,"1","1","2","1",NA,NA,NA,"38","1","1","1"
"669",669,"47",NA,"2","2","2","3","5","4","3","3","3","2",NA,"1","12","2","32",NA,NA,NA,"46","1","1","1"
"670",670,"9",NA,"4","8","1","4","6","1","6","1","4","4",NA,"2","3","2","62",NA,NA,NA,"27","1","1","1"
"671",671,"47",NA,"2","5","2","2","2","5","4","2","1","2",NA,"2","7","2","22",NA,NA,NA,"51","7","1","1"
"672",672,"49",NA,"4","2","2","2","2","4","3","3","3","2",NA,"2","2","3","21",NA,NA,NA,"6","4","1","1"
"673",673,"17",NA,"14","2","5","2","2","4","3","3","3","2",NA,"2","2","2","65",NA,NA,NA,"66","1","1","1"
"674",674,"29",NA,"18","2","2","2","2","4","3","3","3","2",NA,"2","2","3","11",NA,NA,NA,"51","1","1","1"
"675",675,"58",NA,"3","3","2","2","2","4","3","3","3","2",NA,"1","1","3","75",NA,NA,NA,"35","1","1","1"
"676",676,"24",NA,"1","2","2","6","2","4","3","3","3","2",NA,"4","7","1","11",NA,NA,NA,"7","1","1","1"
"677",677,"58",NA,"4","1","1","2","2","2","5","2","1","2",NA,"1","1","10","7",NA,NA,NA,"11","1","1","1"
"678",678,"57",NA,"1","1","2","1","2","4","3","3","3","2",NA,"4","7","4","38",NA,NA,NA,"29","1","1","1"
"679",679,"6",NA,"1","1","3","1","3","4","3","3","3","1",NA,"1","1","17","33",NA,NA,NA,"51","1","1","1"
"680",680,"34",NA,"1","1","3","4","3","2","5","2","1","1",NA,"6","1","3","1",NA,NA,NA,"29","1","1","1"
"681",681,"1",NA,"1","1","1","1","1","2","5","2","1","1",NA,"1","1","3","25",NA,NA,NA,"21","1","1","1"
"682",682,"1",NA,"1","1","1","1","1","1","1","1","2","3",NA,"6","1","3","53",NA,NA,NA,"26","1","1","1"
"683",683,"1",NA,"1","1","3","1","3","2","4","2","1","1",NA,"1","1","7","79",NA,NA,NA,"15","1","1","1"
"684",684,"1",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","1","1",NA,NA,NA,"34","1","1","1"
"685",685,"1",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","1","47",NA,NA,NA,"35","1","1","1"
"686",686,"15",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","4","24",NA,NA,NA,"15","1","4","1"
"687",687,"4",NA,"1","1","3","5","3","2","5","2","1","1",NA,"1","1","3","7",NA,NA,NA,"61","1","1","1"
"688",688,"26",NA,"1","1","1","5","1","1","5","2","1","1",NA,"1","1","6","3",NA,NA,NA,"51","1","1","1"
"689",689,"73",NA,"1","1","1","1","1","1","1","1","2","6",NA,"1","1","3","39",NA,NA,NA,"3","1","3","1"
"690",690,"42",NA,"1","1","3","1","1","2","2","4","5","1",NA,"1","1","3","22",NA,NA,NA,"17","1","1","1"
"691",691,"74",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","5",NA,NA,NA,"51","1","1","1"
"692",692,"26",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","12","5",NA,NA,NA,"23","1","1","1"
"693",693,"61",NA,"1","1","1","1","3","2","2","4","5","1",NA,"1","1","19","16",NA,NA,NA,"32","6","1","1"
"694",694,"55",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","3","7",NA,NA,NA,"15","1","1","1"
"695",695,"14",NA,"1","1","3","1","3","2","5","2","1","1",NA,"1","1","17","5",NA,NA,NA,"47","1","1","1"
"696",696,"23",NA,"1","1","1","1","3","2","4","2","1","1",NA,"1","1","3","22",NA,NA,NA,"29","1","1","1"
"697",697,"62",NA,"1","1","7","1","5","2","2","4","5","1",NA,"1","1","3","36",NA,NA,NA,"14","1","1","1"
"698",698,"28",NA,"1","1","3","1","1","2","2","4","5","1",NA,"1","1","3","44",NA,NA,NA,"17","1","1","1"
