"","stations","lon","lat","address"
"521","Clarkson Street, Bethnal Green, London, United Kingdom",-0.0590988,51.5292586,"clarkson st, london e2, uk"
"522","Lansdowne Walk, Ladbroke Grove, London, United Kingdom",-0.2044328,51.5096568,"ladbroke grove & lansdowne walk, notting hill, london w11 3lt, uk"
"523","Aberdeen Place, St. John's Wood, London, United Kingdom",-0.1757183,51.5252159,"aberdeen pl, st john's wood, london, uk"
"524","Cloudesley Road, Angel, London, United Kingdom",-0.1097635,51.536861,"cloudesley rd, the angel, london n1, uk"
"525","Aston Street, Stepney, London, United Kingdom",-0.0386366,51.5161712,"aston st, london, uk"
"526","Red Lion Street, Holborn, London, United Kingdom",-0.1170109,51.519178,"red lion st, holborn, london, uk"
"527","Hampton Street, Walworth, London, United Kingdom",-0.0999598,51.4919582,"hampton st, walworth, london, uk"
"528","Russell Square Station, Bloomsbury, London, United Kingdom",-0.1243155,51.5230848,"russell square station, bernard st, bloomsbury, london wc1n 1lj, uk"
"529","Millennium Hotel, Mayfair, London, United Kingdom",-0.1601117,51.4998961,"17 sloane st, knightsbridge, london sw1x 9nu, uk"
"530","Rathbone Street, Fitzrovia, London, United Kingdom",-0.1353315,51.5183306,"rathbone st, fitzrovia, london w1t, uk"
"531","Rossmore Road, Marylebone, London, United Kingdom",-0.1646482,51.5250652,"rossmore rd, marylebone, london, uk"
"532","Finsbury Circus, Liverpool Street, London, United Kingdom",-0.0864333,51.5178582,"finsbury circus gardens, finsbury circus, london ec2m 7dt, uk"
"533","Butler Place, Westminster, London, United Kingdom",-0.1354039,51.497948,"butler pl, westminster, london sw1e, uk"
"534","Ebury Bridge, Pimlico, London, United Kingdom",-0.148991,51.4904306,"ebury bridge, pimlico, london sw1w, uk"
"535","Canton Street, Poplar, London, United Kingdom",-0.022955,51.5123255,"canton st, poplar, london e14, uk"
"536","Clarence Walk, Stockwell, London, United Kingdom",-0.1266554,51.47105,"clarence walk, stockwell, london sw4, uk"
"537","Wellington Road, St. John's Wood, London, United Kingdom",-0.1708626,51.5315803,"wellington rd, st john's wood, london, uk"
"538","Sea Containers, South Bank, London, United Kingdom",-0.1066685,51.5081424,"sea containers house, south bank, london se1, uk"
"539","Lots Road, West Chelsea, London, United Kingdom",-0.1814028,51.4783238,"lots rd, chelsea, london, uk"
"540","Ackroyd Drive, Bow, London, United Kingdom",-0.028274,51.519493,"ackroyd dr, london e3, uk"
"541","Arlington Road, Camden Town, London, United Kingdom",-0.1444946,51.5391558,"arlington rd, camden town, london nw1, uk"
"542","Surrey Lane, Battersea, London, United Kingdom",-0.1688285,51.4749151,"surrey ln, battersea, london sw11, uk"
"543","Chesilton Road, Fulham, London, United Kingdom",-0.2063601,51.4764708,"chesilton rd, fulham, london sw6, uk"
"544","Union Grove, Wandsworth Road, London, United Kingdom",-0.1333067,51.473615,"union grove & wandsworth rd, larkhall, london sw8 2jp, uk"
"545","Hansard Mews, Holland Park, London, United Kingdom",-0.2157286,51.503241,"hansard mews, holland park, london, uk"
"546","Westbourne Park Road, Portobello, London, United Kingdom",-0.2056568,51.5167953,"portobello rd & westbourne park rd, notting hill, london w11 1ef, uk"
"547","Culvert Road, Battersea, London, United Kingdom",-0.1585547,51.4715044,"culvert rd, battersea, london sw11, uk"
"548","Eaton Square (South), Belgravia, London, United Kingdom",-0.1523185,51.4960811,"eaton square, belgravia, london, uk"
"549","Maida Vale, Maida Vale, London, United Kingdom",-0.1860307,51.5299092,"maida vale, london, uk"
"550","Southwick Street, Paddington, London, United Kingdom",-0.1701845,51.5165758,"southwick st, paddington, london w2, uk"
"551","Green Street, Mayfair, London, United Kingdom",-0.1554331,51.5126127,"green st, mayfair, london, uk"
"552","Gunmakers Lane, Old Ford, London, United Kingdom",-0.0338306,51.535351,"gunmakers ln, bow, london, uk"
"553","New Road 1 , Whitechapel, London, United Kingdom",-0.0619389,51.5150093,"1 new rd, whitechapel, london e1 1px, uk"
"554","Lindfield Street, Poplar, London, United Kingdom",-0.0225076,51.5137931,"lindfield st, poplar, london e14, uk"
"555","George Place Mews, Marylebone, London, United Kingdom",-0.1577986,51.5170486,"george st, london, uk"
"556","Eaton Square, Belgravia, London, United Kingdom",-0.1523185,51.4960811,"eaton square, belgravia, london, uk"
"557","Sadlers Sports Centre, Finsbury, London, United Kingdom",-0.0954595,51.5259099,"norman st, london ec1v 3pu, uk"
"558","Pembridge Villas, Notting Hill, London, United Kingdom",-0.197146,51.5133342,"pembridge villas, notting hill, london w11, uk"
"559","Gloucester Terrace, Bayswater, London, United Kingdom",-0.1790038,51.5141754,"gloucester terrace, bayswater, london w2, uk"
"560","Longford Street, The Regent's Park, London, United Kingdom",-0.1429381,51.5256833,"longford st, london nw1, uk"
"561","Stephendale Road, Sands End, London, United Kingdom",-0.187213,51.471079,"135-137 stephendale rd, fulham, london sw6 2pr, uk"
"562","Abingdon Villas, Kensington, London, United Kingdom",-0.1948572,51.4979452,"abingdon villas, kensington, london w8, uk"
"563","Ontario Street, Elephant & Castle, London, United Kingdom",-0.100917,51.4972121,"ontario st, elephant and castle, london se1, uk"
"564","Guildhouse Street, Victoria, London, United Kingdom",-0.1418128,51.492689,"guildhouse st, pimlico, london sw1v, uk"
"565","Godliman Street, St. Paul's, London, United Kingdom",-0.0983506,51.5138453,"st. paul's churchyard, london ec4m 8ad, uk"
"566","Ford Road, Old Ford, London, United Kingdom",-0.0330491,51.5324375,"ford rd, bow, london e3, uk"
"567","Alderney Street, Pimlico, London, United Kingdom",-0.1433932,51.4893669,"alderney st, pimlico, london, uk"
"568","Battersea Park Road, Nine Elms, London, United Kingdom",-0.1444334,51.4785495,"battersea park rd, nine elms, london, uk"
"569","Abyssinia Close, Clapham Junction, London, United Kingdom",-0.1673067,51.4602624,"abyssinia cl, london sw11 1nx, uk"
"570","South Audley Street, Mayfair, London, United Kingdom",-0.1513367,51.508603,"s audley st, mayfair, london w1k, uk"
"571","St. Mary Axe, Aldgate, London, United Kingdom",-0.0803065,51.5144918,"30 st mary axe, london ec3a 8bf, uk"
"572","Watney Street, Shadwell, London, United Kingdom",-0.0566385,51.5120434,"watney st, shadwell, london e1, uk"
"573","Great Russell Street, Bloomsbury, London, United Kingdom",-0.1271087,51.5179223,"great russell st, bloomsbury, london, uk"
"574","Scala Street, Fitzrovia, London, United Kingdom",-0.1357463,51.5199967,"scala st, bloomsbury, london w1t, uk"
"575","Gas Holders, Battersea Park, London, United Kingdom",-0.1281322,51.5370186,"gasholder park, kings cross, london n1c 4ab, uk"
"576","Grenfell Road, Avondale, London, United Kingdom",-0.2150599,51.5131152,"grenfell rd, notting hill, london w11, uk"
"577","Concert Hall Approach 1, South Bank, London, United Kingdom",-0.1152803,51.5048545,"concert hall approach, south bank, london se1, uk"
"578","Lambeth North Station, Waterloo, London, United Kingdom",-0.1121086,51.4989177,"lambeth north station, 110 westminster bridge rd, south bank, london se1 7xg, uk"
"579","Vincent Square, Westminster, London, United Kingdom",-0.1345198,51.4941866,"vincent square, westminster, london, uk"
"580","Marloes Road, Kensington, London, United Kingdom",-0.1922855,51.4966374,"marloes rd, kensington, london, uk"
"581","Vereker Road, West Kensington, London, United Kingdom",-0.2086718,51.4885087,"vereker rd, west kensington, london w14, uk"
"582","Gloucester Road (Central), South Kensington, London, United Kingdom",-0.1829272,51.4952605,"gloucester rd, south kensington, london, uk"
"583","Gaywood  Street, Elephant & Castle, London, United Kingdom",-0.1031401,51.4961868,"gaywood st, elephant and castle, london, uk"
"584","Westminster Bridge Road, Elephant & Castle, London, United Kingdom",-0.1141971,51.4997422,"westminster bridge rd, london, uk"
"585","Page Street, Westminster, London, United Kingdom",-0.129421,51.4939427,"page st, westminster, london sw1p, uk"
"586","Brook Green South, Brook Green, London, United Kingdom",-0.2188279,51.4955965,"brook green, hammersmith, london w6, uk"
"587","Kingsway Southbound, Strand, London, United Kingdom",-0.1188796,51.5154291,"kingsway, holborn, london, uk"
"588","The Vale, Chelsea, London, United Kingdom",-0.1755772,51.4856524,"the vale, chelsea, london sw3, uk"
"589","Putney Bridge Road, East Putney, London, United Kingdom",-0.2055491,51.4618534,"putney bridge rd, putney, london, uk"
"590","Aintree Street, Fulham, London, United Kingdom",-0.2109884,51.4805904,"aintree st, fulham, london sw6, uk"
"591","Greenberry Street, St.John's Wood, London, United Kingdom",-0.1682839,51.5322846,"greenberry st, st john's wood, london nw8, uk"
"592","Fournier Street, Whitechapel, London, United Kingdom",-0.0725766,51.5192823,"fournier st, whitechapel, london e1, uk"
"593","Castlehaven Road, Camden Town, London, United Kingdom",-0.1442022,51.5432594,"castlehaven rd, camden town, london, uk"
"594","Lisson Grove, St. John's Wood, London, United Kingdom",-0.1683147,51.5247788,"lisson grove, st john's wood, london, uk"
"595","Tachbrook Street, Victoria, London, United Kingdom",-0.1365406,51.4902588,"tachbrook st, victoria, london sw1v, uk"
"596","Park Road (Baker Street), The Regent's Park, London, United Kingdom",-0.1584734,51.5242262,"baker st & park rd, marylebone, london nw1 5lf, uk"
"597","London Zoo Car Park, The Regent's Park, London, United Kingdom",-0.1569694,51.5312705,"the regent's park, chester rd, london nw1 4nr, uk"
"598","Vauxhall Street, Vauxhall, London, United Kingdom",-0.1170823,51.4881265,"vauxhall st, vauxhall, london se11, uk"
"599","Bradmead, Battersea Park, London, United Kingdom",-0.1564981,51.4791075,"battersea park, battersea, london sw11 4nj, uk"
"600","Bruton Street, Mayfair, London, United Kingdom",-0.1445851,51.5105846,"bruton st, mayfair, london w1j, uk"
"601","London Zoo,  The Regent's Park, London, United Kingdom",-0.1558805,51.5365572,"london zoo waterbus stop, london nw1 4ry, uk"
"602","Ingrave Street, Clapham Junction, London, United Kingdom",-0.1708113,51.4651737,"clapham junction, clapham junction, london sw11, uk"
"603","Chepstow Villas, Notting Hill, London, United Kingdom",-0.1992947,51.5132322,"chepstow villas, notting hill, london w11, uk"
"604","Fulham Park Road, Fulham, London, United Kingdom",-0.2073425,51.472581,"fulham park rd, fulham, london sw6, uk"
"605","Northumberland Avenue, Strand, London, United Kingdom",-0.1249472,51.5069825,"northumberland ave, london, uk"
"606","Ormonde Gate, Chelsea, London, United Kingdom",-0.1615009,51.4869247,"ormonde gate, chelsea, london sw3, uk"
"607","Hampstead Road, Euston, London, United Kingdom",-0.1381128,51.525232,"euston rd & hampstead rd, london nw1 2pg, uk"
"608","West Kensington Station, West Kensington, London, United Kingdom",-0.2064539,51.4905646,"west kensington, north end rd, west kensington, london w14 9nl, uk"
"609","Bishop's Bridge Road East, Bayswater, London, United Kingdom",-0.183329,51.5171981,"bishop's bridge rd, bayswater, london w2, uk"
"610","Houghton Street, Strand, London, United Kingdom",-0.1167074,51.5136868,"houghton st, holborn, london wc2b 4rr, uk"
"611","Erin Close, Walham Green, London, United Kingdom",-0.195793,51.479583,"erin cl, fulham, london sw6, uk"
"612","East Road, Hoxton, London, United Kingdom",-0.0874032,51.5290446,"east rd, hoxton, london, uk"
"613","Walworth Road, Elephant & Castle, London, United Kingdom",-0.0962758,51.4892277,"walworth rd, london, uk"
"614","Paddington Green Police Station, Paddington, London, United Kingdom",-0.1712411,51.5202589,"4 harrow rd, paddington, london w2 1xj, uk"
"615","Sardinia Street, Holborn, London, United Kingdom",-0.1180739,51.5151024,"sardinia st, holborn, london wc2b, uk"
"616","Columbia Road, Shoreditch, London, United Kingdom",-0.0714422,51.528436,"columbia rd, london e2, uk"
"617","Montpelier Street, Knightsbridge, London, United Kingdom",-0.1658037,51.499344,"montpelier st, knightsbridge, london sw7, uk"
"618","King Edward Walk, Waterloo, London, United Kingdom",-0.1099497,51.497539,"king edward walk, south bank, london se1, uk"
"619","Rainville Road, Hammersmith, London, United Kingdom",-0.2236385,51.4833257,"rainville rd, hammersmith, london, uk"
"620","Brick Lane Market, Shoreditch, London, United Kingdom",-0.0718589,51.5212173,"brick ln, spitalfields, london e1 6qr, uk"
"621","Blackfriars Road, Southwark, London, United Kingdom",-0.1045305,51.5034713,"blackfriars rd, london se1, uk"
"622","Strand, Strand, London, United Kingdom",-0.1193447,51.5112079,"strand, london, uk"
"623","Paddington Street, Marylebone, London, United Kingdom",-0.1539376,51.5206671,"paddington st, marylebone, london w1u, uk"
"624","Hyde Park Corner, Hyde Park, London, United Kingdom",-0.1593661,51.5118942,"hyde park, london w2 2eu, uk"
"625","Thurtle road, Haggerston, London, United Kingdom",-0.0715939,51.5337145,"thurtle rd, london e2, uk"
"626","Sancroft Street, Vauxhall, London, United Kingdom",-0.1142587,51.4892431,"sancroft st, vauxhall, london se11, uk"
"627","Pindar Street, Liverpool Street, London, United Kingdom",-0.0814374,51.5187516,"liverpool street station, liverpool st, london ec2m 7py, uk"
"628","Smugglers Way, Wandsworth, London, United Kingdom",-0.1905076,51.4620742,"smugglers way, london sw18, uk"
"629","Chrisp Street Market, Poplar, London, United Kingdom",-0.0147672,51.5124103,"market square, poplar, london e14 6aq, uk"
"630","Belford House, Haggerston, London, United Kingdom",-0.0705556,51.5367346,"belford house, haggerston, london e8 4jh, uk"
"631","Bow Church Station, Bow, London, United Kingdom",-0.0208884,51.5277917,"bow church, bow, london e3 4ds, uk"
"632","Evesham Street, Avondale, London, United Kingdom",-0.2184943,51.5110801,"evesham st, notting hill, london, uk"
"633","Flood Street, Chelsea, London, United Kingdom",-0.1653626,51.4862274,"flood st, chelsea, london sw3, uk"
"634","Bow Road Station, Bow, London, United Kingdom",-0.0247607,51.5269601,"bow road station, bow rd, bow, london e3 4dh, uk"
"635","Hurlingham Park, Parsons Green, London, United Kingdom",-0.2014554,51.4689986,"hurlingham park, 17 broomhouse ln, fulham, london sw6 3dp, uk"
"636","Harper Road, The Borough, London, United Kingdom",-0.0941382,51.4969533,"harper rd, london, uk"
"637","Falkirk Street, Hoxton, London, United Kingdom",-0.0786191,51.5307813,"falkirk st, hoxton, london n1, uk"
"638","Coram Street, Bloomsbury, London, United Kingdom",-0.1258066,51.5241248,"coram st, bloomsbury, london, uk"
"639","Nantes Close, Wandsworth, London, United Kingdom",-0.1812248,51.4618755,"nantes cl, battersea, london sw18, uk"
"640","Kingsway, Covent Garden, London, United Kingdom",-0.1188796,51.5154291,"kingsway, holborn, london, uk"
"641","York Way, Kings Cross, London, United Kingdom",-0.1222979,51.5355429,"york way, kings cross, london, uk"
"642","Houndsditch, Aldgate, London, United Kingdom",-0.0771695,51.5154903,"11 white kennett st, london e1 7bs, uk"
"643","Russell Gardens, Olympia, London, United Kingdom",-0.2114157,51.5000883,"russell gardens, kensington, london w14 8ez, uk"
"644","Westfield Ariel Way, White City, London, United Kingdom",-0.2212054,51.5075725,"ariel way, shepherd's bush, london w12 7gf, uk"
"645","Bury Place, Holborn, London, United Kingdom",-0.1239011,51.518036,"bury pl, holborn, london, uk"
"646","Hammersmith Town Hall, Hammersmith, London, United Kingdom",-0.2339205,51.4925465,"king st, hammersmith, london w6 9ju, uk"
"647","Elysium Place, Fulham, London, United Kingdom",-0.2071764,51.4713576,"elysium pl, fulham, london sw6, uk"
"648","Mexfield Road, East Putney, London, United Kingdom",-0.2028562,51.4575471,"mexfield rd s w, putney, london sw15, uk"
"649","Limburg Road, Clapham Junction, London, United Kingdom",-0.1690537,51.4636882,"clapham junction, st john's hill, battersea, london sw11 2qp, uk"
"650","Hollybush Gardens, Bethnal Green, London, United Kingdom",-0.057001,51.5285176,"hollybush gardens, london e2, uk"
"651","Hinde Street, Marylebone, London, United Kingdom",-0.1513269,51.5169382,"hinde st, marylebone, london, uk"
"652","Salmon Lane, Limehouse, London, United Kingdom",-0.036037,51.514075,"salmon ln, limehouse, london, uk"
"653","West Cromwell Road, Earl's Court, London, United Kingdom",-0.1916676,51.4948092,"cromwell rd, earl's court, london, uk"
"654","Blythe Road West, Shepherd's Bush, London, United Kingdom",-0.2167603,51.4975335,"blythe rd, hammersmith, london, uk"
"655","Trebovir Road, Earl's Court, London, United Kingdom",-0.1953949,51.4913942,"trebovir rd, earl's court, london sw5, uk"
"656","Danvers Street, West Chelsea, London, United Kingdom",-0.17272,51.4831649,"danvers st, chelsea, london sw3, uk"
"657","Wood Street, Guildhall, London, United Kingdom",-0.0910874,51.5157925,"basinghall st, london ec2v 7hh, uk"
"658","Northfields, Wandsworth, London, United Kingdom",-0.2005776,51.4610276,"northfields, london, uk"
"659","Pennington Street, Wapping, London, United Kingdom",-0.0629974,51.5087284,"pennington st, wapping, london e1w, uk"
"660","St. Peter's Terrace, Fulham, London, United Kingdom",-0.208172,51.4790094,"st peter's terrace, fulham, london sw6, uk"
"661","New Kent Road, The Borough, London, United Kingdom",-0.0917865,51.4941287,"new kent rd, london, uk"
"662","Archbishop's Park, Waterloo, London, United Kingdom",-0.1168206,51.4971562,"archbishop's park, carlisle ln, south bank, london se1 7le, uk"
"663","Carnegie Street, King's Cross, London, United Kingdom",-0.1151582,51.5354363,"carnegie st, barnsbury estate, london n1, uk"
"664","Colombo Street, Southwark, London, United Kingdom",-0.1052114,51.505851,"colombo st, london se1, uk"
"665","Walnut Tree Walk, Vauxhall, London, United Kingdom",-0.1123028,51.4939474,"walnut tree walk, bishop's, london se11, uk"
"666","Seymour Place, Marylebone, London, United Kingdom",-0.1624216,51.5178551,"seymour pl, marylebone, london, uk"
"667","Stewart's Road, Wandsworth Road, London, United Kingdom",-0.135406,51.4720813,"stewart's rd & wandsworth rd, larkhall, london sw8 2rx, uk"
"668","Vauxhall Bridge , Pimlico, London, United Kingdom",-0.137412,51.4924837,"vauxhall bridge rd, westminster, london, uk"
"669","Putney Rail Station, Putney, London, United Kingdom",-0.2163641,51.4611186,"putney, london sw15 1rt, uk"
"670","East India DLR, Blackwall, London, United Kingdom",-0.0022012,51.5093325,"east india, poplar, london e14 2eb, uk"
"671","Baylis Road, Waterloo, London, United Kingdom",-0.1109849,51.5004942,"baylis rd, south bank, london se1, uk"
"672","Lollard Street, Vauxhall, London, United Kingdom",-0.1135653,51.4922331,"lollard st, prince's, london se11, uk"
"673","Bedford Way, Bloomsbury, London, United Kingdom",-0.1278647,51.5233236,"bedford way, bloomsbury, london wc1h, uk"
"674","Podium, Queen Elizabeth Olympic Park, London, United Kingdom",-0.0120508,51.538516,"queen elizabeth olympic park, 5 thornton st, london e20 2ad, uk"
"675","Belgrave Road, Victoria, London, United Kingdom",-0.1400485,51.4912458,"belgrave rd, victoria, london sw1v, uk"
"676","Cromer Street, Bloomsbury, London, United Kingdom",-0.1219909,51.5278564,"cromer st, london wc1h, uk"
"677","Grosvenor Road, Pimlico, London, United Kingdom",-0.1380801,51.4850943,"grosvenor rd, pimlico, london, uk"
"678","Dickens Square, Borough, London, United Kingdom",-0.0938233,51.4975062,"dickens square, london se1, uk"
"679","Imperial Road, Sands End, London, United Kingdom",-0.1840383,51.4739997,"imperial rd, sands end, london sw6, uk"
"680","Little Argyll Street, West End, London, United Kingdom",-0.1412971,51.5145259,"little argyll st, west end, london, uk"
"681","Stainsby Road , Poplar, London, United Kingdom",-0.0241264,51.5144572,"stainsby rd, poplar, london e14, uk"
"682","Clifton Street, Shoreditch, London, United Kingdom",-0.0832408,51.5224204,"clifton st, shoreditch, london ec2a, uk"
"683","South Lambeth Road, Vauxhall, London, United Kingdom",-0.1232035,51.4835944,"s lambeth rd, vauxhall, london, uk"
"684","LSBU (Borough Road), Elephant & Castle, London, United Kingdom",-0.1016797,51.4986506,"103 borough rd, london se1 0aa, uk"
"685","Bancroft Road, Bethnal Green, London, United Kingdom",-0.0442404,51.5251708,"bancroft rd, bethnal green, london e1, uk"
"686","Southwark Station 1, Southwark, London, United Kingdom",-0.1049685,51.503926,"southwark station, 68-70 blackfriars rd, south bank, london se1 8jz, uk"
"687","Queen's Circus, Battersea Park, London, United Kingdom",-0.1564981,51.4791075,"battersea park, battersea, london sw11 4nj, uk"
"688","Earnshaw Street , Covent Garden, London, United Kingdom",-0.1286484,51.5160365,"earnshaw st, west end, london, uk"
"689","Dock Street, Wapping, London, United Kingdom",-0.0681793,51.5100338,"dock st, whitechapel, london, uk"
"690","River Street , Clerkenwell, London, United Kingdom",-0.1096825,51.5292183,"river st, islington, london, uk"
"691","Esmond Street, Putney, London, United Kingdom",-0.2103939,51.4620617,"esmond st, putney, london sw15, uk"
"692","Albert Bridge Road, Battersea Park, London, United Kingdom",-0.1615254,51.4757645,"albert bridge rd, battersea, london sw11 4nj, uk"
"693","Peterborough Road, Sands End, London, United Kingdom",-0.1962724,51.4690419,"peterborough rd, fulham, london sw6, uk"
"694","Park Street, Bankside, London, United Kingdom",-0.0976442,51.5060041,"18 great guildford st, london se1 0fd, uk"
"695","World's End Place, West Chelsea, London, United Kingdom",-0.1804186,51.4813247,"world's end place, chelsea, london sw10 0he, uk"
"696","Lower Thames Street, Monument, London, United Kingdom",-0.0846292,51.5093845,"lower thames st & monument st, bridge, london ec3r 6ad, uk"
"697","Timber Lodge, Queen Elizabeth Olympic Park, London, United Kingdom",-0.0126168,51.5471695,"timber lodge queen elizabeth olympic park, 1a, honour lea ave, east village, london e20 1dy, uk"
"698","Howick Place, Westminster, London, United Kingdom",-0.1373755,51.4966816,"howick pl, westminster, london, uk"
"699","Shouldham Street, Marylebone, London, United Kingdom",-0.1637898,51.5181968,"shouldham st, marylebone, london, uk"
"700","Holland Park, Kensington, London, United Kingdom",-0.2036668,51.5032252,"holland park, ilchester pl, kensington, london w8 6lu, uk"
"701","Buxton Street 1, Shoreditch, London, United Kingdom",-0.0713793,51.5220529,"1 buxton st, london e1 5eg, uk"
"702","Santos Road, Wandsworth, London, United Kingdom",-0.2010732,51.4586014,"santos rd, london, uk"
"703","Webber Street , Southwark, London, United Kingdom",-0.1044016,51.5009477,"webber st, london se1, uk"
"704","Queensdale Road, Shepherd's Bush, London, United Kingdom",-0.2125105,51.5070749,"queensdale rd, notting hill, london w11, uk"
"705","Ansell House, Stepney, London, United Kingdom",-0.0549881,51.5196449,"ansell house, london e1, uk"
"706","Christian Street, Whitechapel, London, United Kingdom",-0.0641481,51.5128331,"christian st, whitechapel, london e1, uk"
"707","Spindrift Avenue, Millwall, London, United Kingdom",-0.0179927,51.4910193,"spindrift ave, isle of dogs, london e14, uk"
"708","Red Lion Square, Holborn, London, United Kingdom",-0.1170109,51.519178,"red lion st, holborn, london, uk"
"709","Calshot Street , King's Cross, London, United Kingdom",-0.1172435,51.532728,"calshot st, london n1, uk"
"710","New North Road 1, Hoxton, London, United Kingdom",-0.0841875,51.5302772,"1 new n rd, hoxton, london n1, uk"
"711","St John's Crescent, Brixton, London, United Kingdom",-0.1119523,51.4661591,"st john's cres, coldharbour, london sw9, uk"
"712","Grafton Street, Mayfair, London, United Kingdom",-0.1434662,51.5099665,"grafton st, mayfair, london w1j, uk"
"713","South Quay East, Canary Wharf, London, United Kingdom",-0.016251,51.50196,"south quay east, canary wharf, poplar, london e14 5ee, uk"
"714","Austin Road, Battersea Park, London, United Kingdom",-0.1564981,51.4791075,"battersea park, battersea, london sw11 4nj, uk"
"715","Harrington Square 1, Camden Town, London, United Kingdom",-0.1389354,51.5343452,"1 harrington square, kings cross, london nw1 2ja, uk"
"716","Howland Street, Fitzrovia, London, United Kingdom",-0.1375587,51.5215139,"howland st, fitzrovia, london, uk"
"717","Grosvenor Crescent, Belgravia, London, United Kingdom",-0.1534002,51.501177,"grosvenor cres, belgravia, london sw1x, uk"
"718","Mallory Street, Marylebone, London, United Kingdom",-0.166472,51.5249142,"mallory st, marylebone, london nw8, uk"
"719","Knightsbridge, Hyde Park, London, United Kingdom",-0.1598675,51.502273,"66 knightsbridge, london sw1x 7la, uk"
"720","Great Dover Street, The Borough, London, United Kingdom",-0.0898965,51.4977112,"great dover st, london se1, uk"
"721","Alfreda Street, Battersea Park, London, United Kingdom",-0.1564981,51.4791075,"battersea park, battersea, london sw11 4nj, uk"
"722","All Saints' Road, Portobello, London, United Kingdom",-0.2041896,51.5185217,"all saints rd, notting hill, london, uk"
"723","Old Montague Street, Whitechapel, London, United Kingdom",-0.0673993,51.5180774,"old montague st, whitechapel, london e1, uk"
"724","Southerton Road, Hammersmith, London, United Kingdom",-0.2283913,51.4955347,"southerton rd, hammersmith, london w6, uk"
"725","Bell Lane, Liverpool Street, London, United Kingdom",-0.0758266,51.517438,"bell ln, spitalfields, london, uk"
"726","Here East North, Queen Elizabeth Olympic Park, London, United Kingdom",-0.0239598,51.5473914,"queen elizabeth olympic park, hackney wick, london e15 2gw, uk"
"727","Harford Street, Mile End, London, United Kingdom",-0.038978,51.5207041,"harford st, london e1, uk"
"728","Langdon Park, Poplar, London, United Kingdom",-0.0141235,51.5152196,"langdon park dlr station, poplar, london e14 6gn, uk"
"729","Emperor's Gate, South Kensington, London, United Kingdom",-0.1853235,51.4954372,"emperor's gate, south kensington, london, uk"
"730","Everington Street, Fulham, London, United Kingdom",-0.216802,51.4844407,"everington st, hammersmith, london, uk"
"731","BBC White City, White City, London, United Kingdom",-0.2262348,51.5140509,"white city one, shepherd's bush, london w12 7ts, uk"
"732","Thorndike Close, West Chelsea, London, United Kingdom",-0.1842717,51.4805005,"thorndike cl, chelsea, london sw10, uk"
"733","Carey Street, Holborn, London, United Kingdom",-0.1138242,51.5148299,"carey st, holborn, london wc2a, uk"
"734","Murray Grove , Hoxton, London, United Kingdom",-0.0892247,51.5308825,"murray grove, hoxton, london n1, uk"
"735","Poured Lines, Bankside, London, United Kingdom",-0.0951836,51.5081373,"bankside, london se1, uk"
"736","Bromley High Street, Bow, London, United Kingdom",-0.0150639,51.5280435,"bromley high st., bow, london e3, uk"
"737","Geraldine Street, Elephant & Castle, London, United Kingdom",-0.1060361,51.4960304,"geraldine st, london se1, uk"
"738","De Vere Gardens, Kensington, London, United Kingdom",-0.1849521,51.500706,"de vere gardens, kensington, london w8, uk"
"739","Finnis Street, Bethnal Green, London, United Kingdom",-0.0586127,51.5248174,"finnis st, london e2, uk"
"740","Norton Folgate, Liverpool Street, London, United Kingdom",-0.0814374,51.5187516,"liverpool street station, liverpool st, london ec2m 7py, uk"
"741","Naval Row, Blackwall, London, United Kingdom",-0.005009,51.509189,"naval row, poplar, london e14, uk"
"742","Kensington Town Hall, Kensington, London, United Kingdom",-0.1951534,51.5024703,"hornton st, kensington, london w8 7nx, uk"
"743","Millbank Tower, Pimlico, London, United Kingdom",-0.1259321,51.492317,"28th floor millbank tower 30 millbank 4qp, 21-24 millbank, westminster, london sw1p 4rs, uk"
"744","Westfield Southern Terrace ,Shepherd's Bush, London, United Kingdom",-0.2212054,51.5075725,"ariel way, shepherd's bush, london w12 7gf, uk"
"745","Grosvenor Square, Mayfair, London, United Kingdom",-0.1511036,51.5109266,"grosvenor square, mayfair, london w1k, uk"
"746","The Guildhall, Guildhall, London, United Kingdom",-0.0910874,51.5157925,"basinghall st, london ec2v 7hh, uk"
"747","Ilchester Place, Kensington, London, United Kingdom",-0.2037378,51.5004064,"ilchester pl, kensington, london, uk"
"748","Park Lane, Mayfair, London, United Kingdom",-0.1547189,51.5083331,"park ln, mayfair, london, uk"
"749","Lincoln's Inn Fields, Holborn, London, United Kingdom",-0.1170444,51.5169516,"lincoln's inn fields, holborn, london, uk"
"750","Southern Grove, Bow, London, United Kingdom",-0.0307525,51.5237533,"southern grove, bow, london e3, uk"
"751","Spanish Road, Clapham Junction, London, United Kingdom",-0.1678604,51.46307,"20 st john's rd, london sw11 1pn, uk"
"752","Heron Quays DLR, Canary Wharf, London, United Kingdom",-0.02145,51.5029405,"heron quays, canary wharf, london e14 4ad, uk"
"753","Clarendon Road, Avondale, London, United Kingdom",-0.0958246,51.584773,"avondale rd & clarendon rd, harringay, london n15 3rq, uk"
"754","Victoria & Albert Museum, South Kensington, London, United Kingdom",-97.0035982,28.8052674,"victoria, tx, usa"
"755","Penfold Street, Marylebone, London, United Kingdom",-0.1712236,51.5227912,"penfold st, marylebone, london, uk"
